date,service_id,agency_name,trip_id,trip_headsign,direction_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_color,shape_id,shape_points,wheelchair_accessible,bikes_allowed,weekday,weekend,ridership_count,avg_wait_time_min,avg_delay_min,fare_collected,weather_condition,bus_id,driver_id
2025-09-29,3302,London Transit,2235146,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,56,5.9,0.5,182.0,Cloudy,BUS2161,DRV9940
2025-09-17,3302,London Transit,2235068,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,39,5.9,2.5,126.75,Sunny,BUS0487,DRV9940
2025-09-23,3302,London Transit,2234068,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,58,3.3,1.7,188.5,Rain,BUS1596,DRV8064
2025-11-04,3302,London Transit,2234293,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,43,4.7,3.0,139.75,Sunny,BUS6297,DRV9331
2025-09-25,3302,London Transit,2234437,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,42,7.1,1.6,136.5,Sunny,BUS4137,DRV4068
2025-10-20,3302,London Transit,2235045,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,66,6.9,2.0,214.5,Sunny,BUS6674,DRV9940
2025-10-24,3602,London Transit,2234456,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,46,4.5,1.6,149.5,Cloudy,BUS1829,DRV0697
2025-11-19,3302,London Transit,2235107,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,50,5.0,1.3,162.5,Sunny,BUS8259,DRV9940
2025-11-19,3602,London Transit,2234092,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,48,4.6,3.3,156.0,Sunny,BUS3496,DRV6758
2025-10-24,3602,London Transit,2234447,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,49,7.6,0.0,159.25,Snow,BUS2229,DRV0697
2025-10-20,3302,London Transit,2234429,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,52,4.6,3.2,169.0,Sunny,BUS8509,DRV4068
2025-09-15,3302,London Transit,2235059,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,54,9.2,4.0,175.5,Sunny,BUS6874,DRV9940
2025-11-17,3302,London Transit,2234086,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,44,5.8,2.5,143.0,Snow,BUS1236,DRV8064
2025-10-16,3302,London Transit,2235052,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,41,6.1,4.1,133.25,Cloudy,BUS7411,DRV9940
2025-09-22,3302,London Transit,2234308,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,49,4.8,4.3,159.25,Sunny,BUS2759,DRV9331
2025-11-18,3302,London Transit,2235148,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,28,7.9,2.4,91.0,Cloudy,BUS2217,DRV9940
2025-10-11,3903,London Transit,2235244,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,50,6.5,3.9,162.5,Sunny,BUS3117,DRV5899
2025-11-06,3302,London Transit,2234277,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,36,4.3,2.5,117.0,Sunny,BUS6372,DRV9331
2025-11-16,6404,London Transit,2235366,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,43,5.6,3.2,139.75,Rain,BUS8470,DRV5596
2025-10-03,3302,London Transit,2234081,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,57,6.3,2.5,185.25,Cloudy,BUS0835,DRV8064
2025-11-15,3903,London Transit,2235200,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,51,4.5,1.9,165.75,Sunny,BUS8233,DRV5899
2025-10-15,3302,London Transit,2234086,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,40,7.8,1.8,130.0,Rain,BUS1236,DRV8064
2025-11-11,3302,London Transit,2235113,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,52,4.5,0.0,169.0,Sunny,BUS1939,DRV9940
2025-10-22,3302,London Transit,2234307,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,51,5.9,2.8,165.75,Sunny,BUS5001,DRV9331
2025-10-15,3302,London Transit,2234270,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,54,5.6,2.6,175.5,Rain,BUS4751,DRV9331
2025-10-01,3302,London Transit,2235147,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,54,6.3,1.4,175.5,Sunny,BUS8271,DRV9940
2025-11-15,3903,London Transit,2234196,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,0,1,44,3.4,3.2,143.0,Rain,BUS2575,DRV1714
2025-10-14,3302,London Transit,2234049,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,55,7.4,2.2,178.75,Cloudy,BUS4929,DRV8064
2025-11-06,3302,London Transit,2234290,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,54,5.4,2.4,175.5,Windy,BUS0479,DRV9331
2025-10-01,3302,London Transit,2234430,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,52,8.2,3.8,169.0,Sunny,BUS7100,DRV4068
2025-11-18,3302,London Transit,2235022,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,41,5.3,2.4,133.25,Sunny,BUS4311,DRV9940
2025-10-05,6404,London Transit,2235400,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,45,0.6,4.6,146.25,Rain,BUS3018,DRV5596
2025-10-28,3302,London Transit,2234143,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,46,6.9,4.1,149.5,Sunny,BUS5020,DRV8064
2025-10-22,3302,London Transit,2234439,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,50,3.7,1.2,162.5,Rain,BUS0108,DRV4068
2025-10-23,3302,London Transit,2234079,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,54,3.4,3.2,175.5,Sunny,BUS0079,DRV8064
2025-11-13,3302,London Transit,2234416,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,55,10.0,3.4,178.75,Sunny,BUS4647,DRV4068
2025-10-02,3302,London Transit,2234095,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,38,5.1,2.9,123.5,Sunny,BUS7492,DRV8064
2025-10-21,3302,London Transit,2235018,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75765,76,0,0,1,0,45,6.8,3.4,146.25,Cloudy,BUS3302,DRV9940
2025-11-06,3302,London Transit,2234124,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,43,5.5,3.3,139.75,Sunny,BUS4302,DRV8064
2025-10-23,3602,London Transit,2234474,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,52,3.7,3.9,169.0,Rain,BUS8630,DRV0697
2025-10-07,3302,London Transit,2235038,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,45,4.4,0.4,146.25,Sunny,BUS5609,DRV9940
2025-09-19,3602,London Transit,2234423,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,63,6.3,4.4,204.75,Sunny,BUS9221,DRV0697
2025-10-02,3302,London Transit,2234185,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,36,5.8,2.8,117.0,Sunny,BUS7209,DRV8064
2025-10-14,3602,London Transit,2234444,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,47,1.8,0.0,152.75,Sunny,BUS9529,DRV0697
2025-11-08,3903,London Transit,2234537,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,0,1,56,6.8,1.8,182.0,Sunny,BUS1845,DRV2858
2025-10-10,3302,London Transit,2235029,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,47,8.5,1.0,152.75,Sunny,BUS9507,DRV9940
2025-10-27,3302,London Transit,2234147,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,42,6.4,1.6,136.5,Sunny,BUS4152,DRV8064
2025-11-20,3302,London Transit,2234356,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,45,4.2,3.5,146.25,Sunny,BUS6111,DRV4068
2025-09-17,3302,London Transit,2234051,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,44,6.2,3.2,143.0,Sunny,BUS1417,DRV8064
2025-10-13,30,London Transit,2236597,15A Huron Heights via Downtown,1,15,15,Route 15,,3,03B9BD,75792,286,0,0,1,0,49,6.3,2.6,159.25,Cloudy,BUS1194,DRV9220
2025-11-21,3302,London Transit,2235065,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,46,2.1,2.1,149.5,Cloudy,BUS4558,DRV9940
2025-09-23,3602,London Transit,2234404,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,45,4.0,4.2,146.25,Sunny,BUS3845,DRV0697
2025-10-13,30,London Transit,2230456,2A Argyle Mall via Hale & Trafalgar,0,02,02,Route 2,,3,75AAAE,75651,268,0,0,1,0,48,7.0,1.6,156.0,Cloudy,BUS0857,DRV7762
2025-11-19,3302,London Transit,2235030,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,43,3.6,1.9,139.75,Cloudy,BUS7300,DRV9940
2025-11-20,3602,London Transit,2234096,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,49,6.6,1.9,159.25,Windy,BUS6700,DRV6758
2025-11-19,3602,London Transit,2234055,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,52,4.8,1.5,169.0,Sunny,BUS8818,DRV6758
2025-11-21,3302,London Transit,2234193,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,37,6.4,5.1,120.25,Sunny,BUS1147,DRV8064
2025-10-23,3302,London Transit,2235161,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,45,6.8,4.5,146.25,Rain,BUS6859,DRV9940
2025-09-21,6404,London Transit,2235405,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,62,4.8,1.7,201.5,Sunny,BUS2766,DRV5596
2025-10-02,3302,London Transit,2234360,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,51,5.3,2.2,165.75,Sunny,BUS3564,DRV4068
2025-10-08,3302,London Transit,2234153,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,52,8.0,1.8,169.0,Cloudy,BUS5562,DRV8064
2025-10-03,3302,London Transit,2234304,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,51,5.0,2.5,165.75,Sunny,BUS4468,DRV9331
2025-10-16,3602,London Transit,2234394,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,43,6.6,3.7,139.75,Rain,BUS1783,DRV0697
2025-10-01,3302,London Transit,2234490,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,58,7.3,4.2,188.5,Sunny,BUS8142,DRV4068
2025-10-03,3302,London Transit,2234292,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,45,6.7,3.0,146.25,Rain,BUS6520,DRV9331
2025-11-11,3302,London Transit,2234097,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,2.5,0.7,146.25,Sunny,BUS7116,DRV8064
2025-09-30,3302,London Transit,2234129,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,55,6.6,0.4,178.75,Rain,BUS3191,DRV8064
2025-10-03,3302,London Transit,2234295,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,51,3.6,1.8,165.75,Rain,BUS6193,DRV9331
2025-10-25,3903,London Transit,2235234,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,45,5.9,0.0,146.25,Cloudy,BUS1794,DRV5899
2025-11-14,3302,London Transit,2234169,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,47,6.1,2.4,152.75,Sunny,BUS0934,DRV8064
2025-10-07,3302,London Transit,2234309,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,47,4.9,5.2,152.75,Rain,BUS6745,DRV9331
2025-11-07,3302,London Transit,2235134,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,47,7.1,2.4,152.75,Rain,BUS5938,DRV9940
2025-11-19,3302,London Transit,2235127,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,40,7.9,1.1,130.0,Sunny,BUS3221,DRV9940
2025-10-21,3602,London Transit,2234426,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,62,3.0,0.0,201.5,Sunny,BUS9140,DRV0697
2025-11-05,3602,London Transit,2234067,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,57,5.3,2.4,185.25,Sunny,BUS1776,DRV6758
2025-10-28,3302,London Transit,2234289,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,46,5.8,2.9,149.5,Sunny,BUS5924,DRV9331
2025-09-22,3602,London Transit,2234425,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,58,5.5,0.0,188.5,Rain,BUS0893,DRV0697
2025-09-29,3302,London Transit,2235135,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,41,8.1,4.2,133.25,Sunny,BUS2839,DRV9940
2025-11-21,3302,London Transit,2235052,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,49,3.4,3.0,159.25,Cloudy,BUS7411,DRV9940
2025-11-19,3302,London Transit,2234269,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,34,5.7,3.4,110.5,Rain,BUS7929,DRV9331
2025-11-11,3602,London Transit,2234123,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,44,2.1,4.5,143.0,Rain,BUS2002,DRV6758
2025-10-02,3302,London Transit,2234271,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,46,2.3,3.0,149.5,Rain,BUS2093,DRV9331
2025-09-29,3302,London Transit,2234490,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,63,5.8,0.6,204.75,Rain,BUS8142,DRV4068
2025-11-08,3903,London Transit,2234222,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,0,1,42,4.8,3.6,136.5,Cloudy,BUS6082,DRV1714
2025-09-26,3602,London Transit,2234055,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,53,8.6,1.2,172.25,Cloudy,BUS8818,DRV6758
2025-09-29,3302,London Transit,2235091,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,46,7.3,4.6,149.5,Rain,BUS2758,DRV9940
2025-10-30,3602,London Transit,2234368,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,47,4.2,3.7,152.75,Sunny,BUS6673,DRV0697
2025-11-09,6404,London Transit,2235410,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,0,1,47,5.5,3.2,152.75,Cloudy,BUS6288,DRV5596
2025-11-18,3302,London Transit,2234079,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,13.4,1.5,146.25,Cloudy,BUS0079,DRV8064
2025-11-21,3302,London Transit,2235096,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,47,6.7,1.8,152.75,Rain,BUS4936,DRV9940
2025-09-23,3302,London Transit,2235156,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,48,5.4,0.0,156.0,Sunny,BUS2188,DRV9940
2025-11-19,3302,London Transit,2235085,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,46,4.8,3.3,149.5,Cloudy,BUS1466,DRV9940
2025-11-17,3302,London Transit,2234164,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,53,5.6,3.9,172.25,Rain,BUS9123,DRV8064
2025-10-13,30,London Transit,2231500,4A Fanshawe College via Downtown,1,04,04,Route 4,,3,A685BC,75690,309,0,0,1,0,45,5.0,0.4,146.25,Windy,BUS1433,DRV7881
2025-09-15,3302,London Transit,2235152,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,32,4.8,1.7,104.0,Rain,BUS4321,DRV9940
2025-10-15,3302,London Transit,2234282,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,41,7.0,2.4,133.25,Snow,BUS4868,DRV9331
2025-09-19,3302,London Transit,2234279,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,55,3.3,0.5,178.75,Snow,BUS9103,DRV9331
2025-10-09,3302,London Transit,2234299,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,44,9.4,1.9,143.0,Sunny,BUS6633,DRV9331
2025-10-08,3302,London Transit,2234159,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,44,5.6,2.4,143.0,Sunny,BUS7049,DRV8064
2025-09-24,3302,London Transit,2234190,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,53,7.8,3.0,172.25,Cloudy,BUS5454,DRV8064
2025-09-20,3903,London Transit,2234333,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,0,1,52,3.2,1.6,169.0,Snow,BUS4595,DRV2849
2025-10-08,3302,London Transit,2234193,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,44,7.0,1.0,143.0,Sunny,BUS1147,DRV8064
2025-10-21,3302,London Transit,2234300,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,58,4.9,0.0,188.5,Sunny,BUS8857,DRV9331
2025-11-12,3302,London Transit,2234187,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,53,8.8,2.3,172.25,Cloudy,BUS7229,DRV8064
2025-10-13,30,London Transit,2231474,4B White Oaks Mall via Downtown,0,04,04,Route 4,,3,A685BC,75682,301,0,0,1,0,49,5.6,0.9,159.25,Cloudy,BUS9644,DRV7881
2025-10-06,3302,London Transit,2234185,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,69,5.7,1.6,224.25,Rain,BUS7209,DRV8064
2025-10-08,3602,London Transit,2234128,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,53,6.2,1.6,172.25,Sunny,BUS3402,DRV6758
2025-10-02,3302,London Transit,2234301,Downtown via Oxford,1,104,104,Route 104,,3,A685BC,75751,191,0,0,1,0,59,4.2,4.7,191.75,Cloudy,BUS1568,DRV9331
2025-10-12,6404,London Transit,2235362,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,0,1,53,8.6,3.4,172.25,Sunny,BUS9228,DRV5596
2025-10-13,30,London Transit,2238920,Fanshawe College via Downtown,0,20,20,Route 20,,3,01A7C1,75854,368,0,0,1,0,58,5.0,5.5,188.5,Rain,BUS7099,DRV6527
2025-09-18,3602,London Transit,2234456,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,61,3.4,3.5,198.25,Sunny,BUS1829,DRV0697
2025-11-14,3302,London Transit,2235110,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,48,2.8,1.1,156.0,Sunny,BUS1010,DRV9940
2025-11-13,3302,London Transit,2235142,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,49,6.9,4.4,159.25,Rain,BUS6580,DRV9940
2025-09-22,3302,London Transit,2235104,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,50,7.1,0.9,162.5,Sunny,BUS4837,DRV9940
2025-10-05,6404,London Transit,2234246,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,0,1,46,5.0,3.8,149.5,Rain,BUS3873,DRV7772
2025-10-13,30,London Transit,2238906,Fanshawe College via Downtown,0,20,20,Route 20,,3,01A7C1,75854,368,0,0,1,0,57,8.2,2.9,185.25,Sunny,BUS5035,DRV6527
2025-11-16,6404,London Transit,2234548,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,0,1,61,6.7,2.9,198.25,Sunny,BUS3690,DRV5995
2025-11-20,3602,London Transit,2234398,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,53,8.1,3.3,172.25,Rain,BUS8229,DRV0697
2025-10-15,3302,London Transit,2234052,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,2.1,0.0,146.25,Cloudy,BUS1558,DRV8064
2025-10-20,3302,London Transit,2235126,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,45,9.5,3.0,146.25,Sunny,BUS0508,DRV9940
2025-09-22,3302,London Transit,2235110,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,38,4.5,4.5,123.5,Cloudy,BUS1010,DRV9940
2025-10-20,3302,London Transit,2235116,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,52,7.1,2.0,169.0,Sunny,BUS7839,DRV9940
2025-10-13,30,London Transit,2232327,University Hospital via Richmond,0,06,06,Route 6,,3,D6DF21,75707,175,0,0,1,0,46,6.1,4.4,149.5,Rain,BUS3611,DRV6843
2025-09-18,3302,London Transit,2235062,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,43,5.8,1.8,139.75,Sunny,BUS8224,DRV9940
2025-10-25,3903,London Transit,2234513,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,0,1,58,7.2,1.7,188.5,Cloudy,BUS3956,DRV2858
2025-10-27,3602,London Transit,2234478,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,46,8.2,0.7,149.5,Cloudy,BUS2842,DRV0697
2025-10-10,3302,London Transit,2234271,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,34,4.1,4.4,110.5,Sunny,BUS2093,DRV9331
2025-11-07,3302,London Transit,2234107,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,45,4.9,2.8,146.25,Cloudy,BUS2693,DRV8064
2025-11-14,3302,London Transit,2234441,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,55,2.3,1.1,178.75,Snow,BUS3125,DRV4068
2025-11-04,3302,London Transit,2234051,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,47,5.0,3.3,152.75,Cloudy,BUS1417,DRV8064
2025-10-29,3302,London Transit,2234280,Fanshawe College via Oxford,0,104,104,Route 104,,3,A685BC,75748,194,0,0,1,0,53,6.5,3.2,172.25,Cloudy,BUS8555,DRV9331
2025-10-08,3602,London Transit,2234475,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,46,4.4,3.6,149.5,Sunny,BUS9516,DRV0697
2025-10-10,3302,London Transit,2235123,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,60,5.7,1.8,195.0,Cloudy,BUS1538,DRV9940
2025-09-26,3302,London Transit,2235046,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,34,5.9,2.5,110.5,Sunny,BUS3505,DRV9940
2025-10-13,30,London Transit,2243443,White Oaks Mall via Western/Wharncliffe,1,93,93,Route 93,,3,F89D53,75978,230,0,0,1,0,56,6.2,1.5,182.0,Sunny,BUS2381,DRV1770
2025-11-13,3302,London Transit,2234074,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75743,96,0,0,1,0,42,3.7,4.0,136.5,Sunny,BUS4055,DRV8064
2025-11-21,3302,London Transit,2235104,Capulet Lane via Sarnia,1,127,127,Route 127,,3,9F93A5,75767,79,0,0,1,0,39,5.6,2.8,126.75,Cloudy,BUS4837,DRV9940
2025-11-05,3302,London Transit,2234492,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,1,0,50,7.0,1.0,162.5,Sunny,BUS1458,DRV4068
2025-11-05,3602,London Transit,2234070,Downtown via Richmond,0,102,102,Route 102,,3,75AAAE,75744,88,0,0,1,0,44,7.7,3.5,143.0,Sunny,BUS4588,DRV6758
2025-09-21,6404,London Transit,2234573,Downtown via Western & Wharncliffe,1,106,106,Route 106,,3,D6DF21,75754,102,0,0,0,1,41,6.5,1.2,133.25,Sunny,BUS0416,DRV5995
2025-11-18,3602,London Transit,2234162,Natural Science via Western/Wharncliffe,1,102,102,Route 102,,3,75AAAE,75745,126,0,0,1,0,41,6.2,2.6,133.25,Snow,BUS0522,DRV6758
2025-11-11,3302,London Transit,2234361,Natural Science via Richmond,0,106,106,Route 106,,3,D6DF21,75752,70,0,0,1,0,46,6.3,1.7,149.5,Rain,BUS5152,DRV4068
2025-11-20,3302,London Transit,2235073,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,60,4.4,0.9,195.0,Cloudy,BUS2263,DRV9940
2025-09-30,3302,London Transit,2235048,Natural Science via Sarnia,0,127,127,Route 127,,3,9F93A5,75766,79,0,0,1,0,50,5.8,0.0,162.5,Snow,BUS1219,DRV9940
